movieId	imdbId	tmdbId	Title	Year	Director	Actors	Genre	Language	Country	Plot
7439	0330793	7220	The Punisher	2004	Jonathan Hensleigh	A. Russell Andrews, Omar Avila, James Carpinello, Mark Collie	Action, Crime, Drama	English	USA, Germany	An undercover FBI agent becomes a vigilante assassin and sets out to unleash his wrath upon the corrupt businessman who slaughtered his entire family at a reunion.
7444	0337563	10096	13 Going on 30	2004	Gary Winick	Jennifer Garner, Mark Ruffalo, Judy Greer, Andy Serkis	Comedy, Fantasy, Romance	English, Portuguese	USA	A girl makes a wish on her 13th birthday and wakes up the next day as a 30-year-old woman.
7445	0328107	9509	Man on Fire	2004	Tony Scott	Denzel Washington, Dakota Fanning, Radha Mitchell, Christopher Walken	Action, Crime, Drama	English, Spanish	USA, UK	In Mexico City, a former assassin swears vengeance on those who committed an unspeakable act against the family he was hired to protect.
7448	0326856	10710	Envy	2004	Barry Levinson	Ben Stiller, Jack Black, Rachel Weisz, Amy Poehler	Comedy	English	USA	A man becomes increasingly jealous of his friend's newfound success.
7449	0335121	11058	Godsend	2004	Nick Hamm	Greg Kinnear, Rebecca Romijn, Robert De Niro, Cameron Bright	Drama, Horror, Sci-Fi	English	USA, Canada	A couple agree to have their deceased son cloned, under the supervision of an enigmatic doctor but bizarre things start to happen years after his rebirth.
7450	0323033	11141	Laws of Attraction	2004	Peter Howitt	Pierce Brosnan, Julianne Moore, Michael Sheen, Parker Posey	Comedy, Romance	English	Ireland, UK, Germany	Amidst a sea of litigation, two New York City divorce lawyers find love.
7451	0377092	10625	Mean Girls	2004	Mark Waters	Lindsay Lohan, Rachel McAdams, Tina Fey, Tim Meadows	Comedy	English, German, Vietnamese, Swahili	USA, Canada	Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.
7453	0363282	11025	New York Minute	2004	Dennie Gordon	Ashley Olsen, Mary-Kate Olsen, Eugene Levy, Andy Richter	Comedy, Crime, Family	English	USA	One day in New York City, as Jane Ryan tries out for an overseas college program and her sister Roxy schemes to meet her favorite punk rockers, a series of mishaps throws their day into ...
7454	0338526	7131	Van Helsing	2004	Stephen Sommers	Hugh Jackman, Kate Beckinsale, Richard Roxburgh, David Wenham	Action, Adventure	English, Latin	USA, Czech Republic	The notorious monster hunter is sent to Transylvania to stop Count Dracula who is using Dr. Frankenstein's research and a werewolf for some sinister purpose.
7456	0296915	30125	Valentin	2002	Alejandro Agresti	Rodrigo Noya, Carmen Maura, Julieta Cardinali, Jean Pierre Noher	Comedy, Drama, Romance	Spanish	Argentina, Netherlands, France, Spain, Italy	An 8-year-old boy, raised by his grandmother, is surrounded by problems in his family he finds only himself capable of solving.
7458	0332452	652	Troy	2004	Wolfgang Petersen	Julian Glover, Brian Cox, Nathan Jones, Adoni Maropis	Adventure	English	USA, Malta, UK	An adaptation of Homer's great epic, the film follows the assault on Troy by the united Greek forces and chronicles the fates of the men involved.
7459	0293007	8440	Carandiru	2003	Hector Babenco	Luiz Carlos Vasconcelos, Milton Gonçalves, Ivan de Almeida, Ailton Graça	Drama, Crime	Portuguese	Brazil, Argentina, Italy	Brazilian MD Drauzio Varella starts AIDS prevention in Brazil's largest prison, Carandiru, in São Paulo, where the population is nearly double its 4,000 maximum. Doc learns from experience ...
7460	0379217	883	Coffee and Cigarettes	2003	Jim Jarmusch	Roberto Benigni, Steven Wright, Joie Lee, Cinqué Lee	Comedy, Drama, Music	English, French	USA, Japan, Italy	A series of vignettes that all have coffee and cigarettes in common.
7478	0094089	42015	Swimming to Cambodia	1987	Jonathan Demme	Spalding Gray, Sam Waterston, Ira Wheeler	Comedy, Drama	English	USA	Spalding Gray discusses his participation in the film The Killing Fields (1984) and the background story about the troubles of Cambodia.
7481	0089092	11864	Enemy Mine	1985	Wolfgang Petersen	Dennis Quaid, Louis Gossett Jr., Brion James, Richard Marcus	Action, Adventure, Drama	English	USA, West Germany	A soldier from Earth crash-lands on an alien world after sustaining battle damage. Eventually he encounters another survivor, but from the enemy species he was fighting; they band together ...
7482	0070034	9461	Enter the Dragon	1973	Robert Clouse	Bruce Lee, John Saxon, Jim Kelly, Ahna Capri	Action, Crime, Drama	English, Cantonese	Hong Kong, USA	A martial artist agrees to spy on a reclusive crime lord using his invitation to a tournament there as cover.
7484	0065780	132	Gimme Shelter	1970	Albert Maysles, David Maysles, Charlotte Zwerin	The Rolling Stones, Mick Jagger, Charlie Watts, Keith Richards	Documentary, Music, Thriller	English	USA	A harrowing documentary of the Stones' 1969 tour, with much of the focus on the tragic concert at Altamont.
7487	0099762	17993	Henry & June	1990	Philip Kaufman	Fred Ward, Uma Thurman, Maria de Medeiros, Richard E. Grant	Biography, Drama	English	USA	In 1931 Paris, Anais Nin meets Henry Miller and his wife June. Intrigued by them both, she begins expanding her sexual horizons with her husband Hugo as well as with Henry and others. June ...
7492	0077914	26517	Martin	1977	George A. Romero	John Amplas, Lincoln Maazel, Christine Forrest, Elyane Nadeau	Drama, Horror	English	USA	A young man, who believes himself to be a vampire, goes to live with his elderly and hostile cousin in a small Pennsylvania town where he tries to redeem his blood-craving urges.
7493	0051077	28285	The Three Faces of Eve	1957	Nunnally Johnson	Joanne Woodward, David Wayne, Lee J. Cobb, Edwin Jerome	Drama, Mystery	English	USA	A doctor treats a woman suffering from Multiple Personality Disorder.
7502	0185906	191903	Band of Brothers	2001	N/A	Scott Grimes, Damian Lewis, Ron Livingston, Shane Taylor	Action, Drama, History	English, Dutch, French, German, Lithuanian	USA, UK	The story of Easy Company of the US Army 101st Airborne division and their mission in WWII Europe from Operation Overlord through V-J Day.
7505	0108906	22137	The Kingdom	1994	N/A	Ernst-Hugo Järegård, Kirsten Rolffes, Holger Juul Hansen, Søren Pilmark	Comedy, Drama, Fantasy	Danish, Swedish	Denmark, Italy, Germany, France, Norway, Sweden, Netherlands	The Kingdom is the most technologically advanced hospital in Denmark, a gleaming bastion of medical science. A rash of uncanny occurrences, however, begins to weaken the staff's faith in ...
7541	0214388	10035	100 Girls	2000	Michael Davis	Jonathan Tucker, Emmanuelle Chriqui, James DeBello, Katherine Heigl	Comedy, Romance	English	USA	This sexy, teen-comedy is about a freshman, Matthew, at college who meets his dream girl in a dorm elevator during a blackout. He never sees her face, but instantly falls in love. In the ...
7560	0058083	502	Fail-Safe	1964	Sidney Lumet	Dan O'Herlihy, Walter Matthau, Frank Overton, Edward Binns	Drama, Thriller	English	USA	American planes are sent to deliver a nuclear attack on Moscow, but it's a mistake due to an electrical malfunction. Can all-out war be averted?
7564	0058279	30959	Kwaidan	1964	Masaki Kobayashi	Michiyo Aratama, Misako Watanabe, Rentarô Mikuni, Kenjirô Ishiyama	Drama, Fantasy, Horror	Japanese	Japan	A collection of four Japanese folk tales with supernatural themes.
7566	0088650	20561	28 Up	1984	Michael Apted	Bruce Balden, Jacqueline Bassett, Symon Basterfield, Andrew Brackfield	Documentary, Biography	English, Latin	UK	Director Michael Apted revisits the same group of British-born adults after a 7 year wait. The subjects are interviewed as to the changes that have occurred in their lives during the last ...
7569	0062512	667	You Only Live Twice	1967	Lewis Gilbert	Sean Connery, Akiko Wakabayashi, Mie Hama, Tetsurô Tanba	Action, Adventure, Thriller	English, Japanese, Russian	UK	Agent 007 and the Japanese secret service ninja force must find and stop the true culprit of a series of spacejackings before nuclear war is provoked.
7570	0086034	700	Octopussy	1983	John Glen	Roger Moore, Maud Adams, Louis Jourdan, Kristina Wayborn	Action, Adventure, Thriller	English, Russian, German, Spanish	UK, USA	A fake Fabergé egg and a fellow agent's death lead James Bond to uncover an international jewel-smuggling operation, headed by the mysterious Octopussy, being used to disguise a nuclear attack on N.A.T.O. forces.
7571	0045564	21594	The Blue Gardenia	1953	Fritz Lang	Anne Baxter, Richard Conte, Ann Sothern, Raymond Burr	Crime, Drama, Film-Noir	English	USA	A telephone operator ends up drunk and at the mercy of a cad in his apartment. The next morning she wakes up with a hangover and the terrible fear she may be a murderess.
7572	0243664	26976	Wit	2001	Mike Nichols	Emma Thompson, Christopher Lloyd, Eileen Atkins, Audra McDonald	Drama	English	USA	A renowned professor is forced to reassess her life when she is diagnosed with terminal ovarian cancer.
7573	0086006	36670	Never Say Never Again	1983	Irvin Kershner	Sean Connery, Klaus Maria Brandauer, Max von Sydow, Barbara Carrera	Action, Adventure, Thriller	English, French, Spanish, Arabic	UK, USA, West Germany	A SPECTRE agent has stolen two American nuclear warheads, and James Bond must find their targets before they are detonated.
7574	0113725	18872	Maborosi	1995	Hirokazu Koreeda	Makiko Esumi, Takashi Naitô, Tadanobu Asano, Gohki Kashiyama	Drama	Japanese	Japan	A young woman's husband apparently commits suicide without warning or reason, leaving behind his wife and infant.
7577	0073822	44864	The Magic Flute	1975	Ingmar Bergman	Josef Köstlinger, Irma Urrila, Håkan Hagegård, Elisabeth Erikson	Comedy, Fantasy, Music	Swedish	Sweden	The Queen of the Night offers her daughter Pamina to Tamino, but he has to bring her back from her father and priest Sarastro. She gives a magic flute to Tamino and magic bells to the bird ...
7579	0032943	43818	Pride and Prejudice	1940	Robert Z. Leonard	Edward Ashley, Marten Lamont, E.E. Clive, Marjorie Wood	Drama, Romance	English	USA	Mr. and Mrs. Bennet have five unmarried daughters, and Mrs. Bennet is especially eager to find suitable husbands for them. When the rich single gentlemen Mr. Bingley and Mr. Darcy come to ...
7583	0034890	43525	In This Our Life	1942	John Huston	Bette Davis, Olivia de Havilland, George Brent, Dennis Morgan	Drama	English	USA	A young woman (Stanley Timberlake) dumps her fiancée (Craig Fleming) and runs off with her sister's (Roy Timberlake) husband (Peter Kingsmill). They marry, settle in Baltimore, and Stanley ...
7584	0035567	20640	Woman of the Year	1942	George Stevens	Spencer Tracy, Katharine Hepburn, Fay Bainter, Reginald Owen	Comedy, Drama, Romance	English, French, Russian, German, Spanish, Greek	USA	Rival reporters Sam and Tess fall in love and get married, only to find their relationship strained when Sam comes to resent Tess' hectic lifestyle.
7585	0048673	50363	Summertime	1955	David Lean	Katharine Hepburn, Rossano Brazzi, Isa Miranda, Darren McGavin	Romance, Drama	English, Italian	UK, USA	A lonely American woman unexpectedly finds romance in Venice, Italy.
7586	0076734	633	Soldier of Orange	1977	Paul Verhoeven	Rutger Hauer, Jeroen Krabbé, Susan Penhaligon, Edward Fox	Drama, Romance, Thriller	Dutch, English, German	Netherlands, Belgium	This film depicts World War II through the eyes of several Dutch students. It follows them through the beginning of the war, the Nazi occupation and the liberation.
7587	0062229	5511	Le Samouraï	1967	Jean-Pierre Melville	Alain Delon, François Périer, Nathalie Delon, Cathy Rosier	Crime, Drama, Mystery	French	France, Italy	After killing a night-club owner, professional hitman Jef Costello is seen by witnesses. His efforts to provide himself with an alibi fail and more and more he gets driven into a corner.
7613	0103251	41003	White Palace	1990	Luis Mandoki	Susan Sarandon, James Spader, Jason Alexander, Kathy Bates	Drama, Romance	English	USA	Max Baron (James Spader) is a 27-year-old high-flying advertising executive still recovering from the death of his wife. One night he is in a bar when he meets Nora Baker (Susan Sarandon), ...
7614	0048445	13936	Oklahoma!	1955	Fred Zinnemann	Gordon MacRae, Gloria Grahame, Gene Nelson, Charlotte Greenwood	Musical, Romance, Western	English	USA	In the Oklahoma territory at the turn of the twentieth century, two young cowboys vie with an evil ranch hand and a traveling peddler for the hearts of the women they love.
7615	0089015	294	Desert Hearts	1985	Donna Deitch	Helen Shaver, Patricia Charbonneau, Audra Lindley, Andra Akers	Drama, Romance	English	USA	It is 1950s Nevada, and Professor Vivian Bell arrives to get a divorce. She's unsatisfied with her marriage, and feels out of place at the ranch she stays on, she finds herself increasingly...
7616	0086984	11507	Body Double	1984	Brian De Palma	Craig Wasson, Melanie Griffith, Gregg Henry, Deborah Shelton	Mystery, Thriller	English	USA	A young actor's obsession with spying on a beautiful woman who lives nearby leads to a baffling series of events with drastic consequences.
7619	0056241	1162	The Miracle Worker	1962	Arthur Penn	Anne Bancroft, Victor Jory, Inga Swenson, Andrew Prine	Biography, Drama	English, American Sign Language	USA	The story of Anne Sullivan's struggle to teach the blind and deaf Helen Keller how to communicate.
7620	0102467	34328	Monster in a Box	1992	Nick Broomfield	Spalding Gray	Comedy, Drama	English	UK, USA	This is the story of Spalding Gray and his attempt to write a novel. It is a first person account about writing and living, and dealing with success while trying to be successful.
7624	0105327	14684	School Ties	1992	Robert Mandel	Brendan Fraser, Matt Damon, Chris O'Donnell, Randall Batinkoff	Drama	English, Hebrew, French	USA	Set in the 1950s, a star-quarterback is given an opportunity to attend an elite preparatory school but must conceal the fact that he is Jewish.
7625	0138467	58467	Girl	1998	Jonathan Kahn	Dominique Swain, Sean Patrick Flanery, Summer Phoenix, Tara Reid	Comedy, Drama, Music	English	USA	A straight-A teen explores Portland's rock scene.
7627	0119434	163869	Just Write	1997	Andrew Gallerani	Sherilyn Fenn, Jeremy Piven, JoBeth Williams, Wallace Shawn	Comedy, Romance	English	USA	A Hollywood tour bus driver poses as a screenwriter to romance an up-and-coming young actress.
7636	0105217	13937	Raising Cain	1992	Brian De Palma	John Lithgow, Lolita Davidovich, Steven Bauer, Frances Sternhagen	Crime, Drama, Thriller	English, Spanish	USA	The oncologist wife of a prominent child psychologist suspects her husband has an unhealthy scientific obsession with their child, unaware of what - or who - is really going on inside his head.
7649	0120711	10940	Babylon 5: In the Beginning	1998	Michael Vejar	Bruce Boxleitner, Mira Furlan, Richard Biggs, Andreas Katsulas	Action, Adventure, Drama	English	USA	Emperor Londo Mollari tells the story of the Earth-Minbari war that almost destroyed Humanity and later inspired its last best hope for peace.
7650	0063285	31965	The Conqueror Worm	1968	Michael Reeves	Vincent Price, Ian Ogilvy, Rupert Davies, Hilary Heath	Biography, Drama, Horror	English	UK	A young soldier seeks to put an end to the evils caused by a vicious witch hunter.
7669	0112130	164721	Pride and Prejudice	1995	N/A	Jennifer Ehle, Colin Firth, Susannah Harker, Julia Sawalha	Drama, Romance	English	UK	Jane Austen's classic novel about the prejudice that occurred between the 19th century classes and the pride which would keep lovers apart.
7697	0050861	24012	The Prince and the Showgirl	1957	Laurence Olivier	Richard Wattis, David Horne, Jeremy Spenser, Sybil Thorndike	Comedy, Romance	English, German, French	UK, USA	An American showgirl becomes entangled in political intrigue when the prince regent of a foreign country attempts to seduce her.
7698	0078966	988	The China Syndrome	1979	James Bridges	Jane Fonda, Jack Lemmon, Michael Douglas, Scott Brady	Drama, Thriller	English	USA	A reporter finds what appears to be a cover-up of safety hazards at a nuclear power plant.
7700	0046268	204	The Wages of Fear	1953	Henri-Georges Clouzot	Yves Montand, Charles Vanel, Folco Lulli, Peter van Eyck	Adventure, Drama, Thriller	French, English, Spanish, German, Italian, Russian	France, Italy	In a decrepit South American village, men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.
7701	0100050	9356	Look Who's Talking Too	1990	Amy Heckerling	John Travolta, Kirstie Alley, Olympia Dukakis, Elias Koteas	Comedy, Family, Romance	English	USA	This time, a new baby is on the way, and it's a girl. Wrapped together with the standard conflict between mother and father, Mikey engages in a bit of sibling rivalry with his new sister.
7702	0037536	32430	The Bells of St. Mary's	1945	Leo McCarey	Bing Crosby, Ingrid Bergman, Henry Travers, William Gargan	Drama, Family	English	USA	At a big city Catholic school, Father O'Malley and Sister Benedict indulge in friendly rivalry, and succeed in extending the school through the gift of a building.
7705	0045012	33575	Pat and Mike	1952	George Cukor	Spencer Tracy, Katharine Hepburn, Aldo Ray, William Ching	Comedy, Romance, Sport	English	USA	Pat is a women's sports sensation unless her fiancé is around. Her new shady manager Mike keeps them apart and develops feelings for her.
7706	0020640	13913	Animal Crackers	1930	Victor Heerman	The Marx Brothers, Groucho Marx, Harpo Marx, Chico Marx	Comedy, Musical	English	USA	Mayhem and zaniness ensue when a valuable painting goes missing during a party in honor of famed African explorer Captain Spaulding.
7708	0061391	18209	Bedazzled	1967	Stanley Donen	Peter Cook, Dudley Moore, Eleanor Bron, Raquel Welch	Comedy, Fantasy, Romance	English	UK	A hapless loser sells his soul to the Devil in exchange for seven wishes, but has trouble winning over the girl of his dreams.
7713	0034587	25508	Cat People	1942	Jacques Tourneur	Simone Simon, Kent Smith, Tom Conway, Jane Randolph	Fantasy, Horror, Thriller	English, Czech, Serbian	USA	An American man marries a Serbian immigrant who fears that she will turn into the cat person of her homeland's fables if they are intimate together.
7714	0061439	18978	Camelot	1967	Joshua Logan	Richard Harris, Vanessa Redgrave, Franco Nero, David Hemmings	Adventure, Fantasy, Musical	English	USA	The story of the marriage of England's King Arthur to Guinevere. The plot of illegitimate Mordred to gain the throne and Guinevere's growing attachment to Sir Lancelot, threaten to topple Arthur and destroy his "round table" of knights.
7720	0073012	12310	The Four Musketeers: Milady's Revenge	1974	Richard Lester	Oliver Reed, Raquel Welch, Richard Chamberlain, Michael York	Adventure, History, Romance	English	Spain, Panama, USA, UK	The Four Musketeers defend the queen and her dressmaker from Cardinal Richelieu and Milady de Winter.
7728	0038854	25736	The Postman Always Rings Twice	1946	Tay Garnett	Lana Turner, John Garfield, Cecil Kellaway, Hume Cronyn	Crime, Drama, Film-Noir	English	USA	A married woman and a drifter fall in love, then plot to murder her husband. Once the deed is done, they must live with the consequences of their actions.
7738	0155713	44807	That's the Way I Like It	1998	Glen Goei	Adrian Pang, Medaline Tan, Pierre Png, Anna Belle Francis	Comedy, Drama, Music	English, Hokkien	Singapore	Kung Fu meets disco in Singapore. Hock is a grocery clerk longing for a motorbike. He lives with his parents and sister; they idolize his younger brother, Beng, a medical student calling ...
7743	0089114	9872	Explorers	1985	Joe Dante	Ethan Hawke, River Phoenix, Bobby Fite, Bradley Gregg	Adventure, Comedy, Family	English, German	USA	A boy obsessed with 50s sci-fi movies about aliens has a recurring dream about a blueprint of some kind, which he draws for his inventor friend. With the help of a third kid, they follow it and build themselves a spaceship. Now what?
7748	0059592	2786	Pierrot le Fou	1965	Jean-Luc Godard	Jean-Paul Belmondo, Anna Karina, Graziella Galvani	Crime, Drama, Romance	French, English, Italian	France, Italy	Pierrot escapes his boring society and travels from Paris to the Mediterranean Sea with Marianne, a girl chased by hit-men from Algeria. They lead an unorthodox life, always on the run.
7753	0207805	26133	Tuesdays with Morrie	1999	Mick Jackson	Jack Lemmon, Hank Azaria, Wendy Moniz, Caroline Aaron	Biography, Drama	English	USA	Mitch became caught up with his career as a sport commentator and journalist. He ignored his girlfriend and did not make time to do things in life that are of the most value to a human ...
7757	0057197	11533	Jason and the Argonauts	1963	Don Chaffey	Todd Armstrong, Nancy Kovack, Gary Raymond, Laurence Naismith	Adventure, Family, Fantasy	English	UK, USA	The legendary Greek hero leads a team of intrepid adventurers in a perilous quest for the legendary Golden Fleece.
7759	0086022	1394	Nostalgia	1983	Andrei Tarkovsky	Oleg Yankovskiy, Erland Josephson, Domiziana Giordano, Patrizia Terreno	Drama	Italian, Russian	Italy, Soviet Union	The Russian poet Andrei Gorchakov, accompanied by guide and translator Eugenia, is traveling through Italy researching the life of an 18th-century Russian composer. In an ancient spa town, ...
7762	0080297	140207	Tinker Tailor Soldier Spy	1979	N/A	Alec Guinness, Michael Jayston, Anthony Bate, George Sewell	Drama, Thriller	English, Czech, Russian	UK	In the bleak days of the Cold War, espionage veteran George Smiley is forced out of semi-retirement to uncover a Soviet agent within MI6's echelons.
7764	0079082	13553	The Driller Killer	1979	Abel Ferrara	Abel Ferrara, Carolyn Marz, Baybi Day, Harry Schultz	Horror, Thriller	English	USA	An artist slowly goes insane while struggling to pay his bills, work on his paintings, and care for his two female roommates, which leads him taking to the streets of New York after dark and randomly killing derelicts with a power drill.
7766	0050613	3777	Throne of Blood	1957	Akira Kurosawa	Toshirô Mifune, Isuzu Yamada, Takashi Shimura, Akira Kubo	Drama	Japanese	Japan	A war-hardened general, egged on by his ambitious wife, works to fulfill a prophecy that he would become lord of Spider's Web Castle.
7767	0346336	11659	The Best of Youth	2003	Marco Tullio Giordana	Luigi Lo Cascio, Alessio Boni, Sonia Bergamasco, Maya Sansa	Drama, Romance	Italian, English, Norwegian	Italy	An Italian epic that follows the lives of two brothers, from the 1960s to the 2000s.
7771	0057831	10604	Zorba the Greek	1964	Mihalis Kakogiannis	Anthony Quinn, Alan Bates, Irene Papas, Lila Kedrova	Comedy, Drama	English, Greek	Greece, USA	An uptight English writer traveling to Crete on a matter of business finds his life changed forever when he meets the gregarious Alexis Zorba.
7773	0288439	16876	Bang Bang You're Dead	2002	Guy Ferland	Tom Cavanagh, Ben Foster, Randy Harrison, Janel Moloney	Crime, Drama, Thriller	English	USA, Canada	Trevor is a troubled high school student, thanks to the effects of bullying. This is the story of his fight to break free.
7774	0064708	37437	My Side of the Mountain	1969	James B. Clark	Ted Eccles, Theodore Bikel, Tudi Wiggins, Paul Hébert	Adventure, Family	English	USA	As young Sam grisly runs away he learns about nature.
7782	0108171	9545	Sniper	1993	Luis Llosa	Tom Berenger, Billy Zane, J.T. Walsh, Aden Young	Action, Drama, Thriller	English, Spanish	USA, Peru	Tough guy Thomas Beckett is a US Marine working in the Panamanian jungle. His job is to seek out rebels and remove them using his sniper skills. Beckett is notorious for losing his partners...
7786	0187859	28030	Genghis Blues	1999	Roko Belic	Richard Feynman, B.B. King, Kongar-ol Ondar, Paul Pena	Documentary	English, Tuvinian	USA	San Francisco bluesman and composer, Paul Peña makes a musical pilgrimage to the land of Tuva.
7787	0048729	16514	To Hell and Back	1955	Jesse Hibbs	Audie Murphy, Marshall Thompson, Charles Drake, Jack Kelly	Action, Biography, Drama	English	USA	The true WWII story of Audie Murphy, the most decorated soldier in U.S. history. Based on the autobiography of Audie Murphy who stars as himself in the film.
7789	0328802	1926	September 11	2002	Youssef Chahine, Amos Gitai, Shôhei Imamura, Alejandro G. Iñárritu, Claude Lelouch, Ken Loach, Samira Makhmalbaf, Mira Nair, Idrissa Ouedraogo, Sean Penn, Danis Tanovic	Maryam Karimi, Mohamad Dolati, Agelem Habibi, Esmat Vahedi	Drama	English, Spanish, French, Arabic, Hebrew, Persian, French Sign Language, Japanese	UK, France, Egypt, Japan, Mexico, USA, Iran	The effects of the 9/11 terrorist attacks are told from different points of view around the world.
7790	0080461	31112	Bon Voyage, Charlie Brown (and Don't Come Back!!)	1980	Bill Melendez, Phil Roman	Daniel Anderson, Scott Beach, Casey Carlson, Debbie Muller	Animation, Adventure, Comedy	English, French	USA	Charlie Brown and his friends travel to Europe as exchange students.
7791	0099850	11060	Internal Affairs	1990	Mike Figgis	Richard Gere, Andy Garcia, Nancy Travis, Laurie Metcalf	Crime, Drama, Thriller	English, Spanish	USA, Canada	Keen young Raymond Avila joins the Internal Affairs Department of the Los Angeles police. He and partner Amy Wallace are soon looking closely at the activities of cop Dennis Peck whose ...
7792	0071970	17365	The Parallax View	1974	Alan J. Pakula	Warren Beatty, Paula Prentiss, William Daniels, Walter McGinn	Drama, Thriller	English	USA	An ambitious reporter gets in way-over-his-head trouble while investigating a senator's assassination which leads to a vast conspiracy involving a multinational corporation behind every event in the world's headlines.
7802	0080120	11474	The Warriors	1979	Walter Hill	Michael Beck, James Remar, Dorsey Wright, Brian Tyler	Action, Thriller	English	USA	In 1979, a charismatic leader summons the street gangs of New York City in a bid to take it over. When he is killed, The Warriors are falsely blamed and now must fight their way home while every other gang is hunting them down to kill them.
7809	0162625	49320	Ambush	1999	Olli Saarela	Peter Franzén, Irina Björklund, Kari Heiskanen, Taisto Reimaluoto	War, Drama	Finnish, Italian, Russian	Finland	Set during the World War 2. In the summer of 1941 the Finnish army crosses the border of Russia. A platoon led by Lt. Eero Perkola goes through the wilderness around the Lieksa lake to ...
7810	0146455	10916	Babylon 5: A Call to Arms	1999	Michael Vejar	Bruce Boxleitner, Jerry Doyle, Jeff Conaway, Carrie Dobro	Action, Adventure, Drama	English	USA	Allies of the Shadows seek revenge against humanity. This movie sets up the series, "Crusade," the sequel to "Babylon 5."
7811	0146247	10921	Babylon 5: The River of Souls	1998	Janet Greek	Jerry Doyle, Tracy Scoggins, Jeff Conaway, Richard Biggs	Action, Adventure, Drama	English	USA	A group of Soul Hunters come to Babylon 5 demanding the return of something that was stolen from them.
7812	0121804	10941	Babylon 5: Thirdspace	1998	Jesús Salvador Treviño	Bruce Boxleitner, Claudia Christian, Mira Furlan, Richard Biggs	Action, Adventure, Drama	English	USA	The crew of Babylon 5 discover an ancient artifact floating in hyperspace.
7815	0092117	24798	True Stories	1986	David Byrne	David Byrne, John Goodman, Annie McEnroe, Jo Harvey Allen	Musical, Comedy	English	USA	A small but growing Texas town, filled with strange and musical characters, celebrates its sesquicentennial and converge on a local parade and talent show.
7817	0070948	4923	Zardoz	1974	John Boorman	Sean Connery, Charlotte Rampling, Sara Kestelman, John Alderton	Fantasy, Sci-Fi	English, Italian, Swedish, Latin, German, French, Irish	Ireland, USA	In the distant future, a savage trained only to kill finds a way into the community of bored immortals that alone preserves humanity's achievements.
7818	0054279	36741	School for Scoundrels	1960	Robert Hamer, Hal E. Chester, Cyril Frankel	Ian Carmichael, Terry-Thomas, Alastair Sim, Janette Scott	Comedy	English	UK	Based on the Stephen Potter "One Upmanship" and "Lifemanship" books, Henry Palfrey tries hard to impress but always loses out to the rotter Delauney. Then he discovers the Lifeman college ...
7820	0053976	11656	The Virgin Spring	1960	Ingmar Bergman	Max von Sydow, Birgitta Valberg, Gunnel Lindblom, Birgitta Pettersson	Drama	Swedish, German	Sweden	A kind but pampered beautiful young virgin and her family's pregnant and jealous servant set out to deliver candles to church, but only one returns from events that transpire in the woods along the way.
7822	0046085	25009	Mogambo	1953	John Ford	Clark Gable, Ava Gardner, Grace Kelly, Donald Sinden	Adventure, Drama, Romance	English	USA, UK	On a Kenyan safari, white hunter Victor Marswell has a love triangle with seductive American socialite Eloise Kelly and anthropologist Donald Nordley's cheating wife Linda.
7826	0039808	40092	The Secret Life of Walter Mitty	1947	Norman Z. McLeod	Danny Kaye, Virginia Mayo, Boris Karloff, Fay Bainter	Comedy, Fantasy, Romance	English, French, German	USA	A clumsy daydreamer gets caught up in a sinister conspiracy.
7827	0284978	10133	Cypher	2002	Vincenzo Natali	Jeremy Northam, Lucy Liu, Nigel Bennett, Timothy Webber	Mystery, Romance, Sci-Fi	English	USA, Canada	An unsuspecting, disenchanted man finds himself working as a spy in the dangerous, high-stakes world of corporate espionage. Quickly getting way over-his-head, he teams up with a mysterious femme fatale.
7831	0031047	14589	Another Thin Man	1939	W.S. Van Dyke	William Powell, Myrna Loy, Virginia Grey, Otto Kruger	Comedy, Crime, Drama	English, Spanish	USA	An explosives manufacturer suspects a young man is out to kill him. He calls in Nick and Nora (with new baby) to sort things out.
7832	0037365	14594	The Thin Man Goes Home	1945	Richard Thorpe	William Powell, Myrna Loy, Lucile Watson, Gloria DeHaven	Comedy, Crime, Mystery	English	USA	Nick and Nora visit Nick's hometown, and end up involved in a murder.
7833	0034172	14590	Shadow of the Thin Man	1941	W.S. Van Dyke	William Powell, Myrna Loy, Barry Nelson, Donna Reed	Comedy, Crime, Drama	English	USA	Nick and Nora are at their wise-cracking best as they investigate murder and racketeering at a local race-track.
7834	0027260	14588	After the Thin Man	1936	W.S. Van Dyke	William Powell, Myrna Loy, James Stewart, Elissa Landi	Comedy, Crime, Mystery	English	USA	Nick investigates the case of a missing man and later a murder that is connected to Nora's family.
7835	0039853	14595	Song of the Thin Man	1947	Edward Buzzell	William Powell, Myrna Loy, Keenan Wynn, Dean Stockwell	Comedy, Crime, Drama	English	USA	Nick, Nora, and Nick Jr. investigate the murder of a band leader in New York.
7836	0066580	9459	Woodstock	1970	Michael Wadleigh	Richie Havens, Joan Baez, The Who, Sha-Na-Na	Documentary, History, Music	English	USA	The film chronicle of the legendary 1969 music festival.
