AJ Schnack
Glenda Jackson
Glenn Anders
Glenn Beck
Glenn Close
Glenn Corbett
Glenn Erland Tosterud
Glenn Ford
Glenn Greenwald
Glenn Howerton
Glenn Kotche
Glenn Plummer
Glenndon Chatman
Glenne Headly
Gloria Charles
Gloria Clokey
Gloria DeHaven
Gloria Grahame
Gloria Holden
Gloria Jean
Gloria Lynne Henry
Gloria Stuart
Gloria Swanson
Glory Annen
Glover Gill
Glynis Johns
Glynn Turman
Gode Benedix
Godfrey Tearle
Gohki Kashiyama
Goichi Yamada
Golden Brooks
Goldie Hawn
Golnaz Farmani
Golshifteh Farahani
Gonzalo Cunill
Gonzalo Uriarte
Googie Withers
Goran Visnjic
Gordana Vukres
Gordon Bass
Gordon Brown
Gordon Currie
Gordon Gebert
Gordon Hunt
Gordon Jackson
Gordon Kennedy
Gordon MacDonald
Gordon MacRae
Gordon McLendon
Gordon Pinsent
Gordon Skilling
Gore Vidal
Gorô Naya
Gottfrid Svartholm
Gouchy Boy
Govinda Angulo
Goya Toledo
Grace Bustos
Grace Dunham
Grace Huang
Grace Jones
Grace Kelly
Grace Lynn Kung
Grace Park
Grace Phillips
Grace Stottor
Grace Thorsen
Gracie Allen
Gracy Singh
Grady Hutt
Graeme Blundell
Graeme Campbell
Graham Beckel
Graham Chapman
Graham Greene
Graham McTavish
Grant Bardsley
Grant Page
Grant Piro
Graydon Carter
Graziella Galvani
Greer Garson
Greg Black
Greg Collins
Greg Cox
Greg Cruttwell
Greg Eagles
Greg Evigan
Greg Germann
Greg Giraldo
Greg Harris
Greg Kam
Greg Kinnear
Greg Kirsch
Greg Lauren
Greg Levine
Greg Mottola
Greg Sestero
Greg Sevigny
Greg Timmermans
Greg Vaughan
Greg Webb
Greg Wise
Gregg Allman
Gregg Edelman
Gregg Henry
Gregor Fisher
Gregory Abbey
Gregory Berns
Gregory Cleghorne
Gregory Harrison
Gregory Hines
Gregory Jones
Gregory Knoph
Gregory Marcel
Gregory Peck
Gregory Ratoff
Gregory Smith
Gregory Sporleder
Gregory Wagrowski
Gregory Walcott
Grenville Cuyler
Greta Garbo
Greta Gerwig
Greta Lind
Greta Scacchi
Greta Schröder
Gretchen Mol
Gretchen Palmer
Grey Griffin
Greyson Erik Pendry
Griffin Cleveland
Griffin Dunne
Grigori Aleksandrov
Grigoriy Dobrygin
Griselda Blanco
Groucho Marx
Grégoire Colin
Grégory Fitoussi
Gugu Mbatha-Raw
Guich Koock
Guido Mannari
Guillaume
Guillaume Aretos
Guillaume Baillargeon
Guillaume Canet
Guillermo Díaz
Guillermo Estrella
Guinevere Turner
Guitar Wolf
Gunnar Björnstrand
Gunnel Lindblom
Gunter Lamoot
Guoli Zhang
Gurgon Kyap
Gurpreet Ghuggi
Gus Rose
Gustaf Hammarsten
Gustaf Skarsgård
Gustav Diessl
Gustav Fröhlich
Gustav von Wangenheim
Gustavo Muñoz
Gustavo Sánchez Parra
Guy Decomble
Guy Doleman
Guy Kibbee
Guy Marchand
Guy Massey
Guy Pearce
Guy Rolfe
Guy Stockwell
Guy-Daniel Tremblay
Guylaine Schlumberger
Guðrún Gísladóttir
Gwen Eckhaus
Gwen McGee
Gwen Verdon
Gwen Welles
Gwendoline Christie
Gwyneth Paltrow
Gyurme Tethong
György Cserhalmi
Géraldine Maillet
Géraldine Pailhas
Gérard Blain
Gérard Darmon
Gérard Depardieu
Gérard Jugnot
Gô Katô
Göran Ragnerstam
Gösta Ekman
Götz Otto
Günter Lamprecht
Gürsoy Gemec
Güven Kiraç
H.B. Halicki
Ha-kyun Shin
Haaz Sleiman
Hachiro Mizutani
Hadewych Minis
Hadi Subiyanto
Hadley Kay
Hadrian Dagannaud-Brouard
Hae-il Park
Hae-suk Kim
Hai Yu
Haile Gebrsellasie
Hailee Steinfeld
Haim Topol
Haing S. Ngor
Haji
Hakeem Kae-Kazim
Hal Crowther
Hal Havins
Hal Holbrook
Hal Scardino
Hale Appleman
Haley Bennett
Haley Joel Osment
Haley Webb
Halil Ergün
Halina Gryglaszewska
Halina Reijn
Hall Johnson Choir
Halle Berry
Hallie Todd
Halvar Björk
Hamid Djavadan
Hamid Farokhnezhad
Hamilton Camp
Hamish Linklater
Hamish McFarlane
Hamza Abu-Aiaash
Hana Slivková
Hanaa Bouchaib
Hande Dogandemir
Hank Aaron
Hank Azaria
Hank Fields
Hank Greenberg
Hanna Brown
Hanna María Karlsdóttir
Hanna Schygulla
Hanna Zaïdl
Hannah Hoekstra
Hannah Taylor Gordon
Hanne Aagesen
Hanno Koffler
Hanno Pöschl
Hans Conried
Hans Kesting
Hans Matheson
Hans Olav Brenner
Hans Strydom
Hans-Jochen Wagner
Hansa Vithal
Hansjörg Felmy
Harald Holst
Harald Lundt
Harald Maresch
Harald Warmbrunn
Hardie Albright
Hardy Jones
Hardy Krüger
Hari Rhodes
Harland Williams
Harley Cross
Harley Jane Kozak
Harold Ayer
Harold Goodwin
Harold Gould
Harold Hopkins
Harold Huber
Harold J. Stone
Harold Lloyd
Harold P. Warren
Harold Perrineau
Harold Ramis
Harold Wayne Jones
Harpo Marx
Harriet Andersson
Harriet Hilliard
Harriet Koppel
Harriet Minto-Day
Harriet Owen
Harriet Walter
Harris Yulin
Harrison Fahn
Harrison Ford
Harrison Gilbertson
Harrison Page
Harry Anderson
Harry Andrews
Harry Belafonte
Harry Bellaver
Harry Carey
Harry Carey Jr.
Harry Connick Jr.
Harry Crocker
Harry Davis
Harry Dean Stanton
Harry Ellerbe
Harry Groener
Harry Guardino
Harry Gulkin
Harry H. Corbett
Harry Hadden-Paton
Harry Hamlin
Harry Karl
Harry Keitt
Harry Kerrigan
Harry Lennix
Harry Lloyd
Harry Melling
Harry Morgan
Harry Myers
Harry S. Truman
Harry Schultz
Harry Secombe
Harry Shum Jr.
Harry Simpson
Harry Treadaway
Hart Bochner
Hartley Power
Haru Kuroki
Haruko Sugimura
Haruo Tanaka
Harutaki Takahashi
Harve Presnell
Harvey Atkin
Harvey Fierstein
Harvey Keitel
Harvey Korman
Harvey Lembeck
Harvey Milk
Harvey Scrimshaw
Hassan Ibrahim
Hassan Tantai
Hassina Burgan
Hattie
Hatty Jones
Haviland Morris
Hawa Abaker
Hawthorne James
Hay Petrie
Haya Harareet
Hayao Miyazaki
Hayden Christensen
Hayden Panettiere
Hayes MacArthur
Hayley Atwell
Hayley Magnus
Hayley McElhinney
Hayley McFarland
Hayley Mills
Hays Wellford
Hazal Kaya
Hazel Brooks
Hazel Court
Heath Ledger
Heather Beckel
Heather Beers
Heather Berman
Heather Donahue
Heather Ford
Heather Graham
Heather Hogan
Heather Langenkamp
Heather Locklear
Heather Matarazzo
Heather Menzies-Urich
Heather Mitchell
Heather Moudy
Heather O'Rourke
Heather Rattray
Heather Sears
Heather Simms
Heather-Jay Jones
Hector Elizondo
Hector Pappaert
Hediyeh Tehrani
Hedy Burress
Hee-won Kim
Heidi Fleiss
Heidi Kling
Heidi Marnhout
Heidi Rhodes
Heidi Schanz
Heidi von Palleske
Heike Makatsch
Heikki Hela
Heikki Keskinen
Heikki Paavilainen
Heikki Savolainen
Heikki Silvennoinen
Heino Ferch
Heinrich Fleischmann
Heinrich Himmler
Heinrich Schafmeister
Heinz Bennent
Heinz Hopf
Heinäsirkka
Hejewa Adam
Helen Boston
Helen Broderick
Helen Chandler
Helen George
Helen Hayes
Helen Hughes
Helen Hunt
Helen Martin
Helen Mirren
Helen Morse
Helen Pegues
Helen Reddy
Helen Rogers
Helen Shaver
Helen Sjöholm
Helen Slater
Helen Vinson
Helen Vita
Helen Walker
Helen Westley
Helena Bonham Carter
Helena Rojo
Helena-Lia Tachovská
Helga Franck
Helga Liné
Helga Neuner
Helmut Bakaitis
Helmut Döring
Helmut Griem
Helmut Qualtinger
Hema Malini
Henning Moritzen
Henri Behar
Henri Garcin
Henri Guisol
Henri Marchand
Henri Serre
Henri-Jacques Huet
Henrik Dahl
Henrik Lundström
Henrik Mestad
Henry B. Walthall
Henry Beard
Henry Beckman
Henry Bergman
Henry Brown
Henry Cavill
Henry Czerny
Henry Daniell
Henry Dinhofer
Henry Edwards
Henry Fonda
Henry Gibson
Henry Goodman
Henry Haslach
Henry Jones
Henry Joost
Henry Kendall
Henry Kingsmill
Henry Kissinger
Henry McGrath
Henry Rollins
Henry Silva
Henry Thomas
Henry Travers
Henry Winkler
Herb Edelman
Herbert Berghof
Herbert Grönemeyer
Herbert Knaup
Herbert Lom
Herbert Marshall
Herbert Mundin
Herbert Russell
Herbert Terrace
Herbert W. Ankrom
Hercules Vilchez
Herman Bing
Herman Koto
Herman Osorio
Hermione Baddeley
Hermione Gingold
Hermione Norris
Hermínio Ramos
Herschel Bernardi
Hertel Minkner
Hervé Villechaize
Hetta Charnley
Heydon Prowse
Hiam Abbass
Hiddayatullah
Hideaki Anno
Hideaki Itô
Hideko Yoshida
Hideo Sugawara
Hidetoshi Nishijima
Hideyuki Tanaka
Hie-bong Byeon
Hiei Kimura
Hilary Duff
Hilary Heath
Hilary Mason
Hilary Swank
Hildegard Knef
Hildur Arsaelsdottir
Hill Harper
Hillary Brooke
Hillel Friedman
Hilmar Thate
Hilmir Snær Guðnason
Hilton McRae
Hinako Saeki
Hippolyte Girardot
Hira Kim
Hiram Keller
Hiroaki Aikawa
Hirokazu Hiramatsu
Hiroki Hasegawa
Hiroki Narimiya
Hiroko Berghauer
Hiroko Itô
Hiromi Tsuru
Hiroshi Abe
Hiroshi Koizumi
Hiroshi Tamaki
Hirotaka Suzuoki
Hiroyuki Ikeuchi
Hiroyuki Kinosha
Hiroyuki Miyasako
Hiroyuki Sanada
Hisako Kyôda
Hisao Egawa
Hitomi Kuroki
Hitomi Satô
Hitoshi Ozawa
Hitoshi Takagi
Hitu
Ho-jin Chun
Hoi Mang
Holger Juul Hansen
Holliday Grainger
Holliston Coleman
Holly Ballard
Holly Fulger
Holly Hunter
Holmes Osborne
Holt McCallany
Homayoun Ershadi
Honglei Sun
Honor Blackman
Hope Davis
Hope Lange
Horace Hodges
Horacio Salinas
Horatio Sanz
Horst Buchholz
Horst Janson
Horst Krause
Hortensia Santoveña
Hossein Abedini
Hossein Mahjoub
Hossein Moharami
Hossein Rezai
Hou Hsiao
Houston Elmore
Howard Da Silva
Howard Duff
Howard E. Rollins Jr.
Howard Harris
Howard Hesseman
Howard Kaylan
Howard Keel
Howard Koda
Howard Kurtz
Howard Lloyd-Lewis
Howard McGillin
Howard Morris
Howard Ross
Howard Ryshpan
Howard Smith
Howard St. John
Howard Stern
Howard Truesdale
Howard Zinn
Howie Long
Howie Mandel
Howland Chamberlain
Hoyt Axton
Hrant Alianak
Hristo Shopov
Hristos Passalis
Hrithik Roshan
Hubert Deschamps
Hubert Koundé
Hubertus Bengsch
Hudhail Al-Amir
Huey Lewis
Hugh Beaumont
Hugh Bonneville
Hugh Dancy
Hugh Dickson
Hugh Dillon
Hugh Edwards
Hugh Fraser
Hugh Gormley
Hugh Grant
Hugh Griffith
Hugh Jackman
Hugh Keays-Byrne
Hugh Laurie
Hugh Marlowe
Hugh McDonagh
Hugh Millais
Hugh Mitchell
Hugh O'Conor
Hugh Owens
Hugh Walsh
Hugo Arana
Hugo Carvana
Hugo Chávez
Hugo De Garis
Hugo Haas
Hugo Silva
Hugo Soto
Hugo Weaving
Hugues Quester
Huike Zhang
Hulk Hogan
Hume Cronyn
Humphrey Bogart
Humphrey Ker
Hunter King
Hunter McCracken
Hunter S. Thompson
Hurd Hatfield
Hussein Sami
Hutch Dano
Hye-ja Kim
Hye-jeong Kang
Hyeon-cheol Jo
Hyeong-jin Kong
Hylda Baker
Hyuk-ho Kwon
Hyun-jung Go
Hyun-kyoon Lee
Håkan Hagegård
Héctor Alterio
Héctor Colomé
Héctor Jiménez
Hélène Chatelain
Hélène Vincent
I. Gusti Ayu Puspawati
Iain Cuthbertson
Iain Glen
Iain Rea
Iain Robertson
Ian Abercrombie
Ian Anderson
Ian Anthony Dale
Ian Bannen
Ian Burfield
Ian Carmichael
Ian Cauble
Ian Charleson
Ian Fitzgibbon
Ian Giatti
Ian Hart
Ian Hendry
Ian Holm
Ian Hunter
Ian Keith
Ian McCulloch
Ian McDiarmid
Ian McKellen
Ian McNeice
Ian McShane
Ian Mongrain
Ian Nelson
Ian Ogilvy
Ian Patrick Williams
Ian Richardson
Ian Roberts
Ian Robison
Ian Somerhalder
Ian Underwood
Ian Watkin
Ian Ziering
Iben Hjejle
Ibrahim Sinik
Ice Cube
Ice-T
Ichirô Arishima
Ichirô Nagai
Icíar Bollaín
Ida F.O. Chung
Ida Kaminska
Ida Lupino
Idil Firat
Idil Üner
Idina Menzel
Idris Elba
Iemasa Kayumi
Igal Naor
Iggy Pop
Ignacio Huang
Ignacio López Tarso
Ignat Daniltsev
Igor Sergeev
Ike Barinholtz
Ike Eisenmann
Ike Ogut
Ikki Sawamura
Iko Uwais
Ikue Ohtani
Ikue Ôtani
Ilan Mitchell-Smith
Ildikó Bánsági
Ileana Simova
Ilene Woods
Ilkka Koivula
Ill-Young Kim
Illeana Douglas
Ilona Massey
Imanol Arias
Imelda Staunton
Imogen Boorman
Imogen Poots
Imogen Stubbs
Imogene Coca
Imran Paracha
In-mun Kim
In-seo Kim
Ina Balin
Ina Claire
India Arie
India Eisley
Indira Varma
Indra Ové
Ineko Arima
Inga Swenson
Inge Beckmann
Inge Landgut
Ingeborg Elzevier
Ingeborga Dapkunaite
Inger Stevens
Ingetraud Hinze
Ingrid Bergman
Ingrid Berry
Ingrid Goude
Ingrid Oliu
Ingrid Stassner
Ingrid Thulin
Inma Cuesta
Inong
Inés Efron
Inés Vernengo
Ioan Gruffudd
Ion Caramitru
Ion Sapdaru
Ione Skye
Ira Wheeler
Irandhir Santos
Iranganie Serasinghe
Irene Bedard
Irene Cara
Irene Dunne
Irene Grazioli
Irene Handl
Irene Kane
Irene Mayer Selznick
Irene Miracle
Irene Papas
Irene Purcell
Irene Worth
Irene Ziegler
Irina Björklund
Irina Saltykova
Irina Voronina
Iris Adrian
Iris Apatow
Iris Churn
Irm Hermann
Irma P. Hall
Irma Urrila
Iron Eyes Cody
Irrfan Khan
Irving Metzman
Irène Jacob
Isa Crino
Isa Danieli
Isa Miranda
Isaac Hayes
Isaac ben Ayala
Isaach De Bankolé
Isabel Glasser
Isabel Jewell
Isabella Acres
Isabella Gielniak
Isabella Rossellini
Isabella Soupart
Isabelle Adjani
Isabelle Carré
Isabelle Corey
Isabelle Fuhrman
Isabelle Huppert
Isabelle Mejias
Isabelle Nélisse
Isabelle Renauld
Isabelle Weingarten
Isaiah Stone
Isaiah Washington
Isamar Gonzales
Isao Yamagata
Isela Vega
Isiah Whitlock Jr.
Isla Fisher
Isobel Elsom
Isobel Hawking
Israel Broussard
Issei Ogata
Issei Takahashi
István Bálint
István Gyuricza
István Göz
Isuzu Yamada
Itzhak Perlman
Ivan Bobrov
Ivan Bonar
Ivan Desny
Ivan Dobronravov
Ivan Lapikov
Ivan Lukac
Ivan Martin
Ivan Mykolaichuk
Ivan de Almeida
Ivana Baquero
Ivana Milicevic
Ivanka Trump
Ivar Brogger
Ivar Johnson
Ivette Reina
Ivo Garrani
Ivonne Coll
Ivor Cutler
Iwar Wiklander
Izabella Miko
Izabella Scorupco
Izumi Kasagi
Izzy Meikle-Small
Izïa Higelin
J. Andrew Keitch
J. Carrol Naish
J. Chris Newberg
J. David Moeller
J. Downing
J. Evan Bonifant
J. Michael Tatum
J. Pat O'Malley
J. Smith-Cameron
J. Stephen Peace
J.A. Preston
J.B. Smoove
J.C. Crum
J.D. Cannon
J.E. Freeman
J.G. Hertzler
J.H. Wyman
J.J. Clark
J.J. Johnson
J.J. Johnston
J.K. Simmons
J.L. Reate
J.T. Walsh
JJ Feild
JR Bourne
JR Reed
Ja Rule
Jaap Spijkers
Jaci Velasquez
Jacinda Barrett
Jack Albertson
Jack Angel
Jack Angstreich
Jack Ashford
Jack Benny
Jack Black
Jack Burns
Jack Carpenter
Jack Carson
Jack Conley
Jack Davenport
Jack Davidson
Jack Elam
Jack Elliott
Jack Gallagher
Jack Gilford
Jack Good
Jack Guzman
Jack Haley
Jack Hawkins
Jack Hedley
Jack Holt
Jack Huston
Jack Jaikol Situn
Jack Kehler
Jack Kehoe
Jack Kelly
Jack Klugman
Jack Kruschen
Jack Lemmon
Jack Lord
Jack MacGowran
Jack Magner
Jack McBrayer
Jack McDermott
Jack McElhone
Jack McGee
Jack Mulhall
Jack Nance
Jack Nicholson
Jack O'Connell
Jack O'Hara
Jack Oakie
Jack Palance
Jack Plotnick
Jack Quaid
Jack Rebney
Jack Reynor
Jack Rockwell
Jack Smith
Jack Taylor
Jack Thibeau
Jack Thompson
Jack Wallace
Jack Warden
Jack Webb
Jack Weston
Jack White
Jack Wouterse
Jacki Weaver
Jackie Burroughs
Jackie Chan
Jackie Coogan
Jackie Cooper
Jackie Earle Haley
Jackie Gleason
Jackie Guerra
Jackie Johnson
Jackie Joseph
Jackie Mason
Jackie Sandler
Jackson Bond
Jackson Browne
Jackson Liu
Jackson Nicoll
Jackson Rathbone
Jackson Wurth
Jacky Cheung
Jaclyn Smith
Jaco Muller
Jacob Appelbaum
Jacob Lofland
Jacob Nossell
Jacob Pitts
Jacob Reynolds
Jacob Sewell
Jacob Stringer
Jacob Tierney
Jacob Tremblay
Jacob Vargas
Jacobo Arbenz
Jacqueline Abrahams
Jacqueline Arenal
Jacqueline Bassett
Jacqueline Bisset
Jacqueline Kim
Jacqueline McKenzie
Jacqueline Obradors
Jacqueline Pearce
Jacqueline Poelvoorde-Pappaert
Jacqueline Scott
Jacqueline Tong
Jacqueline White
Jacquelyn Hyde
Jacques Dutronc
Jacques Frantz
Jacques Gagnon
Jacques Gamblin
Jacques Jouanneau
Jacques Ledoux
Jacques Marin
Jacques Morel
Jacques Nolot
Jacques Perrin
Jacques Sernas
Jacques Tati
Jacques Viala
Jacques Villeret
Jacques Weber
Jacy King
Jada Pinkett Smith
Jaden Smith
Jadrien Steele
Jae Head
Jae Mamuyac
Jae-ho Song
Jae-hyeon Jo
Jae-kyeong Seo
Jae-mo Ahn
Jag Sanghera
Jagadisa Angulo
Jai Courtney
Jaime FitzSimons
Jaime Gaviria Gómez
Jaime Gomez
Jaime King
Jaime Leigh Allen
Jaime Pressly
Jaime Sánchez
Jaime Tirelli
Jaime Winstone
Jaime de Hoyos
Jake Abel
Jake Andolina
Jake Busey
Jake D'Arcy
Jake Gyllenhaal
Jake Hames
Jake Johnson
Jake La Botz
Jake Lloyd
Jake McDorman
Jake Miller
Jake Ryan
Jake Sandvig
Jake T. Austin
Jake Thomas
Jake Tusing
Jake Weber
Jamahl Garrison-Lowe
Jamal Al Gashey
Jamal Udin Torabi
James Acheson
James Anderson
James Andrews
James Andronica
James Argiro
James Arness
James Arnold Taylor
James Aubrey
James Avery
James B. Douglas
James B. Schwartz
James Badge Dale
James Baker
James Baker III
James Baldwin
James Baskett
James Bellamy
James Best
James Blackwell
James Blake
James Blood Ulmer
James Bolam
James Booth
James Broderick
James Brolin
James Brown
James Brown III
James Buckley
James Bullard
James Buller
James Burton
James Caan
James Cagney
James Callis
James Carpenter
James Carpinello
James Carville
James Coburn
James Coco
James Corden
James Cosmo
James Costa
James Cromwell
James D'Arcy
James Darren
James Davidson
James DeBello
James Dean
James Denton
James Donadio
James Donald
James Doohan
James Douglas
James Dunn
James Duval
James Earl Jones
James Eckhouse
James Ellison
James Farentino
James Faulkner
James Fleet
James Fox
James Frain
James Franciscus
James Franco
James Fraser
James Frecheville
James Freedson-Jackson
James Gammon
James Gandolfini
James Garner
James Gleason
James Gregory
James Hampton
James Handy
James Hetfield
James Hong
James Karen
James Keach
James Keane
James Landry Hébert
James Larkin
James Lashly
James Laurenson
James Le Gros
James Lorinz
James MacArthur
James Madio
James Marsden
James Marshall
James Mason
James May
James McAvoy
James McIntyre
James McKechnie
James Nesbitt
James Olson
James Parks
James Paxton
James Pickens Jr.
James Purefoy
James Ransone
James Ray
James Rebhorn
James Remar
James Roach
James Robinson
James Rolleston
James Russell
James Russo
James Sikking
James Sloyan
James Spader
James Spinks
James Stephenson
James Stewart
James T. Callahan
James Tarpey
James Taylor
James Thornton
James Tien
James Urbaniak
James Van Der Beek
James Vasquez
James Wainwright
James Whitmore
James Wilby
James William Gledhill
James Williams
James Wolk
James Wong
James Woods
Jameson Clark
Jameson Parker
Jamey Sheridan
Jami Gertz
Jamie Bamber
Jamie Bell
Jamie Campbell Bower
Jamie Chung
Jamie Clark Ballard
Jamie Dornan
Jamie Draven
Jamie Farr
Jamie Foreman
Jamie Foxx
Jamie Harrold
Jamie Kennedy
Jamie Lee Curtis
Jamie Renée Smith
Jamie Sives
Jamie Smith
Jamie-Lynn Sigler
Jamil Walker Smith
Jamyang Lodro
Jan Bijvoet
Jan Carson
Jan Cornet
Jan Decleir
Jan Gan Boyd
Jan Hartl
Jan Hockey
Jan Josef Liefers
Jan Kraus
Jan Miner
Jan Munroe
Jan Rubes
Jan Shepard
Jan Skorzewski
Jan Sterling
Jan Stuart Schwartz
Jan Tesarz
Jan Tríska
Jan Vostrcil
Jan-Gregor Kremp
Jana Banker
Jana Hrabetova
Jana Taylor
Janaya Stephens
Jane Adams
Jane Alexander
Jane Asher
Jane Birkin
Jane Curtin
Jane Darwell
Jane Fonda
Jane Galloway Heitz
Jane Greer
Jane Horrocks
Jane Jensen
Jane Krakowski
Jane Leeves
Jane Lynch
Jane March
Jane Marken
Jane Pfitsch
Jane Powell
Jane Randolph
Jane Rose
Jane Russell
Jane Seymour
Jane Wheeler
Jane Wyatt
Jane Wyman
Janeane Garofalo
Janel Moloney
Janel Parrish
Janelle Brady
Janet Bartley
Janet Gaynor
Janet Gunn
Janet Humphrey
Janet Jackson
Janet Leigh
Janet Margolin
Janet McTeer
Janet Munro
Janet Shular
Janet Suzman
Janette Scott
Jang Lee Hwang
Janice Rule
Janine Darcey
Janine Turner
Janis Paige
Janne Hyytiäinen
Janny Brandes-Brilslijper
January Jones
Janus Blythe
Janusz Gajos
Jardel Filho
Jared Harris
Jared Leto
Jared Padalecki
Jared Pfennigwerth
Jared Rushton
Jarl Kulle
Jarlath Conroy
Jaromír Kalina
Jaroslav Dusek
Jaroslava Adamová
Jaroslava Kretschmerová
Jarred Rumbold
Jarvis Cocker
Jascha Washington
Jase Blankfort
Jasen Fisher
Jasmin Tabatabai
Jasmine Guy
Jasmine Trinca
Jasmine Woods
Jason Alexander
Jason Andrews
Jason Baldwin
Jason Barry
Jason Bateman
Jason Beghe
Jason Behr
Jason Biggs
Jason Bonham
Jason Boyd
Jason Burkey
Jason Clarke
Jason Cope
Jason David Frank
Jason Dohring
Jason Earles
Jason Evers
Jason Flemyng
Jason Fricchione
Jason Gedrick
Jason Griggers
Jason Hogan
Jason Isaacs
Jason James Richter
Jason Lee
Jason Liebrecht
Jason Lively
Jason London
Jason Marsden
Jason Mewes
Jason Miller
Jason Mitchell
Jason O'Mara
Jason Patric
Jason Priestley
Jason Raize
Jason Ritter
Jason Robards
Jason Salkey
Jason Schwartzman
Jason Scott Lee
Jason Segel
Jason Spevack
Jason Statham
Jason Stuart
Jason Sudeikis
Jason Williams
Jason Yachanin
Jasper Levine
Jasper Newell
Jasper Polish
Jasper Pääkkönen
Jassy Marie
Javed Jaffrey
Javier Bardem
Javier Cámara
Javier De Pietro
Javier Drolas
Javorn Drummond
Jay Acovone
Jay Adams
Jay Asevedo
Jay Baker
Jay Baruchel
Jay Bowen
Jay Brannan
Jay Brazeau
Jay C. Flippen
Jay Chou
Jay Duplass
Jay Goede
Jay Hernandez
Jay Laga'aia
Jay Leno
Jay London
Jay Mohr
Jay O. Sanders
Jay Paulson
Jay Rodan
Jay Thomas
Jay Underwood
Jay Z
Jayce Bartok
Jaye Davidson
Jayma Mays
Jayne Atkinson
Jayson Blair
Je-mun Yun
Jean Ainslie
Jean Anderson
Jean Arthur
Jean Badin
Jean Brooks
Jean Caffeine
Jean Carmet
Jean Carson
Jean Clottes
Jean Dasté
Jean De Baer
Jean Debucourt
Jean Desailly
Jean Dixon
Jean Duceppe
Jean Dujardin
Jean François Heckel
Jean Gabin
Jean Gaven
Jean Hagen
Jean Harlow
Jean Hersholt
Jean Heywood
Jean Lenauer
Jean Louisa Kelly
Jean Marais
Jean Marsh
Jean Martin
Jean Négroni
Jean Peters
Jean Pierre Noher
Jean Poiret
Jean Pélégri
Jean Reno
Jean Rochefort
Jean Seberg
Jean Servais
Jean Simmons
Jean Smart
Jean Sorel
Jean Topart
Jean Valmont
Jean Wallace
Jean Wang
Jean Yanne
Jean-Baptiste Tabourin
Jean-Claude Adelin
Jean-Claude Brialy
Jean-Claude Carrière
Jean-Claude Donda
Jean-Claude Dreyfus
Jean-Claude Guilbert
Jean-Claude Van Damme
Jean-François Perrier
Jean-François Stévenin
Jean-Hugues Anglade
Jean-Louis Barrault
Jean-Louis Blondeau
Jean-Louis Chave
Jean-Louis Millette
Jean-Louis Perletti
Jean-Louis Trintignant
Jean-Luc Bilodeau
Jean-Luc Vincent
Jean-Luke Figueroa
Jean-Marc Barr
Jean-Marc Stehlé
Jean-Marie Lamour
Jean-Marie Lhomme
Jean-Michel Fête
Jean-Michel Geneste
Jean-Michel Portal
Jean-Nicolas Verreault
Jean-Paul Belmondo
Jean-Paul Bonnaire
Jean-Philippe Écoffey
Jean-Pierre Bacri
Jean-Pierre Bouvier
Jean-Pierre Cargol
Jean-Pierre Cassel
Jean-Pierre Lorit
Jean-Pierre Léaud
Jean-Pierre Marielle
Jean-Pierre Zola
Jeanette Hain
Jeanette Nolan
Jeanna Harrison
Jeanne Austin
Jeanne Bates
Jeanne Crain
Jeanne Moreau
Jeanne Tripplehorn
Jeannie Berlin
Jeannine Riley
Jeannine Taylor
Jeb Stuart Adams
Jed Rees
JeeJa Yanin
Jeep Swenson
Jeff Ament
Jeff Anderson
Jeff Beck
Jeff Bennett
Jeff Bridges
Jeff Chandler
Jeff Chase
Jeff Clark
Jeff Cohen
Jeff Conaway
Jeff Corey
Jeff Daniels
Jeff Davis
Jeff East
Jeff Fahey
Jeff Foxworthy
Jeff Garlin
Jeff Geddis
Jeff Goldblum
Jeff Harding
Jeff Kahn
Jeff Lima
Jeff Mazzola
Jeff Metzler
Jeff Morrow
Jeff Richards
Jeff Roop
Jeff Tweedy
Jeff York
Jefferson Mays
Jeffery Roberson
Jeffrey Allen
Jeffrey Bowyer-Chapman
Jeffrey Combs
Jeffrey DeMunn
Jeffrey Dean Morgan
Jeffrey Donovan
Jeffrey Falcon
Jeffrey Garcia
Jeffrey Golden
Jeffrey Hunter
Jeffrey Jones
Jeffrey Kime
Jeffrey Kramer
Jeffrey Nordling
Jeffrey Tambor
Jeffrey Thomas
Jeffrey Wright
Jeffrey Zekele
Jeh Wadia
Jelena Gavrilovic
Jemaine Clement
Jemal Sikharulidze
Jemima West
Jemma Braham
Jen Bluestein
Jena Malone
Jena Sims
Jenee Gill
Jeni Courtney
Jenica Bergere
Jenifer Lewis
Jenn Murray
Jenn Proske
Jenna Boyd
Jenna Coleman
Jenna Dewan Tatum
Jenna Elfman
Jenna Fischer
Jenna Stern
Jenni Blong
Jennica Fulton
Jennie Linden
Jennifer Albano
Jennifer Aniston
Jennifer Babtist
Jennifer Balgobin
Jennifer Banko
Jennifer Bassey
Jennifer Batter
Jennifer Beals
Jennifer Billingsley
Jennifer Bliss
Jennifer Carpenter
Jennifer Clay
Jennifer Connelly
Jennifer Cooke
Jennifer Coolidge
Jennifer Drake
Jennifer Ehle
Jennifer Elrod
Jennifer Esposito
Jennifer Finnigan
Jennifer Garner
Jennifer Grey
Jennifer Jason Leigh
Jennifer Jones
Jennifer Lawrence
Jennifer Lien
Jennifer Lopez
Jennifer Love Hewitt
