'Weird Al' Yankovic
2008
2009
2012
2013
50 Cent
Elaine Cassidy
Elaine Fligman
Elaine Friedman
Elaine Hendrix
Elaine Jin
Elaine Stewart
Elaine Stritch
Elarica Johnson
Elden Henson
Eleanor Audley
Eleanor Bron
Eleanor Coppola
Eleanor David
Eleanor Parker
Eleanor Tomlinson
Elena Anaya
Elena Ballesteros
Elena Fiore
Elena Karam
Elena Lyons
Eleonora Giorgi
Eli Fucile
Eli Roth
Eli Wallach
Eliades Ochoa
Elias Koteas
Elias McConnell
Elie Chaib
Elijah Smith
Elijah Wood
Elina Hietala
Elina Löwensohn
Elina Salo
Elisa Bocanegra
Elisabeth Depardieu
Elisabeth Erikson
Elisabeth Harnois
Elisabeth Moss
Elisabeth Shue
Elise Neal
Elise Vargas
Elisha Cuthbert
Elissa Knight
Elissa Landi
Elith Pio
Eliza Bennett
Eliza Dushku
Elizabeth Allen
Elizabeth Ashley
Elizabeth Banks
Elizabeth Berkley
Elizabeth Berridge
Elizabeth Berrington
Elizabeth Blake
Elizabeth Cheshire
Elizabeth Cohen
Elizabeth Daily
Elizabeth Hartman
Elizabeth Hurley
Elizabeth Kaden
Elizabeth Lawrence
Elizabeth Maclellan
Elizabeth McGovern
Elizabeth McLaughlin
Elizabeth Mitchell
Elizabeth Moody
Elizabeth Newett
Elizabeth Olsen
Elizabeth Perkins
Elizabeth Peña
Elizabeth Reaser
Elizabeth Shepherd
Elizabeth Sun
Elizabeth Taylor
Elize Frances Stolk
Elke Sommer
Ella Joyce
Ella Raines
Ellar Coltrane
Elle Fanning
Elle Macpherson
Elle Peterson
Ellen Baker
Ellen Barkin
Ellen Burstyn
Ellen Crawford
Ellen DeGeneres
Ellen Greene
Ellen Latzen
Ellen Marlow
Ellen Page
Ellen Sandweiss
Ellen Widmann
Ellen Wroe
Ellie Cornell
Ellie Kemper
Ellie Raab
Elliot Cowan
Elliot Lovett
Elliot Villar
Elliott Gould
Elliott Reid
Elma Karlowa
Elodie Tougne
Elodie Yung
Eloise Laurence
Eloise Mumford
Elpidia Carrillo
Els Dottermans
Elsa Fehrer
Elsa Lanchester
Elsa Martinelli
Elsa Zylberstein
Elton John
Ely Pouget
Elya Baskin
Elyane Nadeau
Elyes Gabel
Emani Sledge
Embeth Davidtz
Emil Jannings
Emil Pinnock
Emil Tarding
Emile Hirsch
Emilia Fox
Emiliano Guerra
Emilie Jacobs
Emilie Kurz
Emilie de Ravin
Emilio Echevarría
Emilio Estevez
Emilio Rivera
Emily Baldoni
Emily Barclay
Emily Bergl
Emily Blunt
Emily Browning
Emily Chu
Emily Deschanel
Emily Morgan
Emily Mortimer
Emily Perkins
Emily Procter
Emily Robison
Emily VanCamp
Emily Watson
Eminem
Emjay Anthony
Emma
Emma Bell
Emma Bolger
Emma Bunton
Emma Caulfield
Emma Cleasby
Emma Gates
Emma Roberts
Emma Samuelsson
Emma Stone
Emma Therese Biegacki
Emma Thompson
Emma Watson
Emma Wiklund
Emmanuel Nneji
Emmanuelle Béart
Emmanuelle Chriqui
Emmanuelle Devos
Emmanuelle Riva
Emmanuelle Seigner
Emmanuelle Vaugier
Emmy Rossum
Emmylou Harris
Enayatullah
Enman Gao
Enrico Colantoni
Enrico Lo Verso
Enrique Castillo
Enrique Irazoqui
Enrique Murciano
Enrique Rambal
Enrique Álvarez Félix
Enzo Cannavale
Enzo Staiola
Enzo Tarascio
Enzo Turrin
Eri Watanabe
Eric Alterman
Eric Balfour
Eric Bana
Eric Baugin
Eric Blore
Eric Bogosian
Eric Campbell
Eric Cantona
Eric Carte
Eric Chadbourne
Eric Christian Olsen
Eric Christmas
Eric Da Silva
Eric Dane
Eric Deacon
Eric Deulen
Eric Geleynse
Eric Gurry
Eric Haberman
Eric Idle
Eric Jacobson
Eric Judor
Eric Lloyd
Eric MacLennan
Eric McCormack
Eric Michael Cole
Eric Pascal Chaltiel
Eric Podnar
Eric Porter
Eric Portman
Eric Raymond
Eric Roberts
Eric Savin
Eric Schlosser
Eric Schweig
Eric Stoltz
Eric Stuart
Eric Sykes
Eric Thal
Eric Tsang
Eric Weinstein
Eric Winter
Eric Zuckerman
Erica Carlson
Erica Ellis
Erica Leerhsen
Erica Yohn
Erich Anderson
Erich von Stroheim
Erik Knudsen
Erik Paaske
Erik Per Sullivan
Erik Rhodes
Erik Stolhanske
Erik van 't Wout
Erik von Detten
Erika Christensen
Erika Eleniak
Erika Oda
Eriko Hatsune
Erin Bethea
Erin Daniels
Erin Dilly
Erin McMurtry
Eriq Ebouaney
Erland Josephson
Ermahn Ospina
Ernest Borgnine
Ernest R. Dickerson
Ernest Thesiger
Ernest Torrence
Ernesto Gómez Cruz
Ernie Allo
Ernie Dingo
Ernie Hudson
Ernie Kovacs
Erno Crisa
Ernst Jacobi
Ernst Pittschau
Ernst-Hugo Järegård
Eron Tabor
Errol Flynn
Erwin Connelly
Erykah Badu
Esai Morales
Esko Nikkari
Esmat Vahedi
Esmond Knight
Esmée Buchet-Deàk
Espen Klouman Høiner
Essie Davis
Estella Warren
Estelle Getty
Estelle Harris
Estelle Lefébure
Estelle Taylor
Estelle Winwood
Esther Minciotti
Esther Wurmfeld
Eszter Balint
Ethan Embry
Ethan Glazer
Ethan Hawke
Ethan Phillips
Ethan Suplee
Ethel Barrymore
Ethel Griffies
Ethel Waters
Eugene Cernan
Eugene Collier
Eugene Deatrick
Eugene Hutz
Eugene Jarecki
Eugene Levy
Eugene Pallette
Eugene Roche
Eugene Silvain
Eugenio Derbez
Eun-Kyung Shin
Eun-ju Lee
Eunice Cho
Eunjin Kang
Eusebio Poncela
Eva Bartok
Eva Carrozza
Eva Cobo
Eva Dahlbeck
Eva Gabor
Eva Green
Eva Hayman
Eva Longoria
Eva Marie Saint
Eva Mattes
Eva Mendes
Eva Renzi
Evan Adams
Evan Bird
Evan C. Kim
Evan Peters
Evan Rachel Wood
Evan Richards
Evan White
Evangelina Carrozzo
Evangeline Lilly
Eve
Eve Arden
Eve Gordon
Evelyn Ankers
Evelyn Del Rio
Evelyn Guerrero
Evelyn Keyes
Evelyn Venable
Everett Alvarez
Everett McGill
Everett Sloane
Everlyn Sampi
Evgeniy Leonov
Evgeniy Zharikov
Ewa Krzyzewska
Ewa Strömberg
Ewan McGregor
Ewen Bremner
Eythor Gudjonsson
Ezra Miller
F. Murray Abraham
F.A. Turner
F.J. McCormick
Fabian Busch
Fabiana Udenio
Fabio Audi
Fabio Testi
Fabio Tetta
Fabrizio Rongione
Fairuza Balk
Faith Ford
Faith Kent
Faith Wladyka
Faizon Love
Famke Janssen
Fannie Flagg
Fanny Ardant
Farahnaz Safari
Fares Fares
Farhad Harun
Farley Granger
Farrah Fawcett
Faudel
Faune Chambers Watkins
Fausto Guerzoni
Fay Bainter
Fay Masterson
Fay Ripley
Fay Wray
Faycal Attougui
Faye Dunaway
Faye Wong
Federica Mastroianni
Federico Luppi
Fedja van Huêt
Fei Lung
Fele Martínez
Felecia Angelle
Felicia Day
Felicia Farr
Felicity Huffman
Felicity Jones
Felipe Pazos
Felissa Rose
Felix Aylmer
Felix Bressart
Felix Knight
Felix Wong
Fengyi Zhang
Fennie Yuen
Fereshteh Sadre Orafaiy
Fernand Charpin
Fernanda Montenegro
Fernando Cayo
Fernando Fernán Gómez
Fernando Lamas
Fernando Rey
Fernando Tielve
Fernando Vargas
Ferran Terraza
Fess Parker
Fhi Fan
Filip Sovagovic
Filipp Yankovskiy
Fini Straubinger
Finlay Currie
Finley Jacobsen
Finn Carter
Finn Morrell
Finola Hughes
Fiona Choi
Fiona Shaw
Fionnula Flanagan
Fiore Argento
Fisher Stevens
Flavio Bucci
Flavio Parenti
Flip Benham
Flora Bramley
Flora Robson
Florence Delay
Florence Kastriner
Florence Lee
Florence Pernel
Florence Roberts
Florian Lukas
Florijan Ajdini
Florinda Chico
Florrie Dugger
Folco Lulli
Forest Whitaker
Forrest Tucker
Fran Brill
Fran Kranz
Franca Marzi
Franca Pasut
France Nuyen
France Rumilly
Frances Barber
Frances Bay
Frances Conroy
Frances Dee
Frances Faye
Frances Feist
Frances Fisher
Frances McDormand
Frances O'Connor
Frances Reid
Frances Sternhagen
Francesc Albiol
Francesc Orella
Francesca Annis
Francesca Ciardi
Francesca Neri
Francesca Papalia
Francesco De Vito
Franchot Tone
Francine Racette
Francis Balchère
Francis Capra
Francis Ford Coppola
Francis Huster
Francis Lederer
Francis X. Bushman
Francis X. Bushman Jr.
Francisco Gattorno
Francisco Maturana
Francisco Rabal
Franck Khalfoun
Franco Citti
Franco Fabrizi
Franco Interlenghi
Franco Nero
Frank Adu
Frank Aldridge
Frank B. Moore
Frank Baker
Frank Black
Frank Buxton
Frank Campanella
Frank Carifi
Frank Conroy
Frank Craven
Frank De Julio
Frank Finlay
Frank Giering
Frank Grillo
Frank Harper
Frank Langella
Frank Lovejoy
Frank McHugh
Frank McRae
Frank Moore
Frank Morgan
Frank Overton
Frank Oz
Frank Pietrangolare
Frank Puglia
Frank Reicher
Frank Silvera
Frank Sinatra
Frank Vincent
Frank Vosper
Frank Welker
Frank Whaley
Frank Williams
Frank Wolff
Franka Potente
Frankie Avalon
Frankie Faison
Frankie Muniz
Frankie Pain
Franklin Chang-Diaz
Franklin Cover
Franklin Dyall
Franklyn Seales
Frantisek Debelka
Franz Buchrieser
Franz-Otto Krüger
François Berléand
François Bégaudeau
François Civil
François Cluzet
François Hadji-Lazaro
François Lafarge
François Lallement
François Leterrier
François Périer
François Truffaut
François Wertheimer
Françoise Bertin
Françoise Dorléac
Françoise Fabian
Françoise Lugagne
Françoise Seigner
Françoise Yip
Fraser James
Fred Astaire
Fred Cherry
Fred Clark
Fred Dalton Thompson
Fred Draper
Fred Gwynne
Fred Haise
Fred Howard
Fred J. Lincoln
Fred MacMurray
Fred Melamed
Fred Norris
Fred Phelps
Fred Ross
Fred Savage
Fred Ulysse
Fred Ward
Fred Willard
Fred Williamson
Freddie Cunliffe
Freddie Highmore
Freddie Jones
Freddie Prinze Jr.
Freddy Rodríguez
Frederic Forrest
Frederick Koehler
Frederick Lau
Frederick Parslow
Frederick Vroom
Frederick Weller
Frederique Van Der Wal
Fredric March
Fredrik Neij
Fredro Starr
Freida Pinto
Frida Hallgren
Frida Richard
Fridtjov Såheim
Frieda Inescort
Friedrich Feher
Friedrich von Thun
Frier McCollister
Fritz Kortner
Fritz Lang
Fritz Rasp
Fritz Weaver
Friðrik Þór Friðriksson
Frédéric Andréi
Frédéric Diefenthal
Frédéric Pfluger
Frédérique Feder
Fulton Mackay
Fumiko Orikasa
Fumiyo Kohinata
Furankî Sakai
G.W. Bailey
GG Allin
Gabe Gomez
Gabe Nevins
Gabino Diego
Gabourey Sidibe
Gabriel Basso
Gabriel Byrne
Gabriel Damon
Gabriel Gabrio
Gabriel Jarret
Gabriel Macht
Gabriel Mann
Gabriel Pimentel
Gabriela Iscovich
Gabriela Oltean
Gabriele Ferzetti
Gabriele Lavia
Gabriella Coleman
Gabriella Wilde
Gabrielle Anwar
Gabrielle Haker
Gabrielle Rose
Gabrielle Union
Gabrielle Witcher
Gaby Hoffmann
Gackt
Gad Elmaleh
Gael García Bernal
Gail Cronauer
Gail Patrick
Gail Russell
Gail Strickland
Gailard Sartain
Gale Sondergaard
Galina Tyunina
Ganjirô Nakamura
Garret Dillahunt
Garrett Hedlund
Garrett M. Brown
Garry Marshall
Garry Shandling
Garth Hudson
Gary 'G. Thang' Johnson
Gary Bakewell
Gary Beach
Gary Busey
Gary Cockrell
Gary Cohan
Gary Cole
Gary Commock
Gary Conway
Gary Cooper
Gary Farmer
Gary Grimes
Gary Hershberger
Gary Kemp
Gary Lahti
Gary Lewis
Gary Lockwood
Gary Merrill
Gary Myers
Gary Oldman
Gary Raymond
Gary Sinise
Gary Stretch
Gaspard Manesse
Gaspard Ulliel
Gaston Modot
Gastone Moschin
Gastón Pauls
Gattlin Griffith
Gautam Belur
Gavin Baddeley
Gaylen Ross
Geena Davis
Geert Van Rampelberg
Gemma Arterton
Gemma Chan
Gemma Jones
Gemma Whelan
Gemmenne de la Peña
Gena Rowlands
Gene Barry
Gene Bervoets
Gene Evans
Gene Hackman
Gene Jones
Gene Kelly
Gene Kranz
Gene Lockhart
Gene Nelson
Gene Raymond
Gene Simmons
Gene Tierney
Gene Wilder
Genesis Rodriguez
Genevieve Tobin
Genevieve Zweig
Geneviève Bujold
Geneviève Page
Geneviève Picot
Geoff Bell
Geoff Pierson
Geoffrey Arend
Geoffrey Blake
Geoffrey Carey
Geoffrey Keen
Geoffrey Lewis
Geoffrey Palmer
Geoffrey Rush
Georg H. Schnell
Georg Stanford Brown
George 'Buck' Flower
George 'Red' Schwartz
George Allen
George Babluani
George Bancroft
George Brent
George Burns
George Bush
George C. Scott
George C. Wolfe
George Carlin
George Carney
George Claydon
George Clooney
George Davis
George Day
George De La Pena
George Devine
George Dzundza
George Fawcett
George Finn
George Foreman
George Gaynes
George Grizzard
George Hamilton
George Hardy
George Harris
George Harrison
George Kennedy
George Lazenby
George Lopez
George Lucas
George MacKay
George Macready
George Mendonça
George Murphy
George O'Brien
George P. Wilbur
George Peppard
George Raft
George Reeves
George Sanders
George Segal
George Sewell
George Stephanopoulos
George Tobias
George Tokoro
George W. Bush
George Webster
George Wendt
George Wilson
Georges Adet
Georges Bidault
Georges Du Fresne
Georges Guétary
Georges Géret
Georges Lopez
Georges Poujouly
Georges Sellier
Georges Siatidis
Georges Wilson
Georgia Groome
Georgie Henley
Georgina Cates
Georgina Reilly
Georgiy Vitsin
Geraint Wyn Davies
Gerald Burke
Gerald McRaney
Gerald R. Molen
Gerald Seymour
Geraldine Brophy
Geraldine Chaplin
Geraldine Fitzgerald
Geraldine Hughes
Geraldine James
Geraldine McEwan
Geraldine Muir
Geraldine O'Rawe
Geraldine Page
Gerard Butler
Gerard Crossan
Gerard Damiano
Gerard Hendrick
Gerard Kearns
Gerard McSorley
Gergely Trócsányi
Geri Halliwell
Germán Palacios
Gerrit Graham
Gerry Becker
Gerry Bednob
Gerry O'Brien
Gerry Quigley
Gerry Robert Byrne
Gert Fröbe
Gertrude Welcker
Geun-young Moon
Ghilherme Lobo
Ghita Nørby
Gia Mantegna
Giacomo Baessato
Gian Maria Volontè
Giancarlo Esposito
Giancarlo Giannini
Gianluigi Chirizzi
Gibson Gowland
Gideon Shemer
Gig Young
Gil Bellows
Gil Birmingham
Gil Brenton
Gil Gross
Gilbert Gottfried
Gilbert Melki
Gilles De Schryver
Gilles Kepel
Gilles Margaritis
Gillian Anderson
Gina
Gina Carano
Gina Gershon
Gina La Piana
Gina McKee
Gina Philips
Gina Torres
Ginette Reno
Ginger Rogers
Ginnifer Goodwin
Gino Ardito
Gino Cervi
Gino Saltamerenda
Gio Perez
Giordano Formenti
Giorgia Moll
Giorgio Albertazzi
Giorgio Cantarini
Giorgio Cataldi
Giorgio Maiocchi
Giovanna Galletti
Giovanna Mezzogiorno
Giovanni Arcuri
Giovanni Florido
Giovanni Frezza
Giovanni Ribisi
Gisela Hertwig
Gisela Uhlen
Gisele Lindley
Gisken Armand
Giulia Boschi
Giuliano Gemma
Giulietta Masina
Giulio Bosetti
Giuseppe Andrews
Giuseppe Battiston
Giuseppe Cederna
Giuseppe Cristiano
Giuseppe Sanfelice
Giuseppe Sulfaro
Giustino Durano
Gladys Cooper
Gladys George
Glen Barry
Glen Campbell
Glen Caspillo
Glen Cavender
Glen Hansard
Glen-Paul Waru
Glenda Farrell
Glenda Jackson
Glenn Anders
Glenn Close
Glenn Corbett
Glenn Erland Tosterud
Glenn Ford
Glenn Greenwald
Glenn Howerton
Glenn Plummer
Glenne Headly
Gloria Charles
Gloria DeHaven
Gloria Grahame
Gloria Holden
Gloria Stuart
Gloria Swanson
Glory Annen
Glover Gill
Glynis Johns
Godfrey Tearle
Gohki Kashiyama
Goichi Yamada
Goldie Hawn
Golnaz Farmani
Golshifteh Farahani
Gonzalo Cunill
Googie Withers
Goran Visnjic
Gordana Vukres
Gordon Brown
Gordon Gebert
Gordon Jackson
Gordon MacDonald
Gordon MacRae
Gordon McLendon
Gordon Pinsent
Gordon Skilling
Gore Vidal
Gorô Naya
Gottfrid Svartholm
Gouchy Boy
Goya Toledo
Grace Dunham
Grace Jones
Grace Kelly
Grace Lynn Kung
Grace Park
Grace Thorsen
Gracy Singh
Graham Beckel
Graham Chapman
Graham Greene
Graham McTavish
Grant Bardsley
Grant Piro
Graziella Galvani
Greer Garson
Greg Black
Greg Cox
Greg Cruttwell
Greg Germann
Greg Giraldo
Greg Harris
Greg Kinnear
Greg Kirsch
Greg Levine
Greg Mottola
Greg Sestero
Greg Timmermans
Greg Webb
Greg Wise
Gregg Allman
Gregg Edelman
Gregg Henry
Gregor Fisher
Gregory Abbey
Gregory Hines
Gregory Jones
Gregory Knoph
Gregory Peck
Gregory Ratoff
Gregory Sporleder
Gregory Walcott
Grenville Cuyler
Greta Garbo
Greta Gerwig
Greta Lind
Greta Scacchi
Greta Schröder
Gretchen Mol
Greyson Erik Pendry
Griffin Dunne
Grigori Aleksandrov
Grigoriy Dobrygin
Groucho Marx
Grégoire Colin
Grégory Fitoussi
Guich Koock
Guido Mannari
Guillaume
Guillaume Aretos
Guillaume Canet
Guillermo Díaz
Guillermo Estrella
Guinevere Turner
Guitar Wolf
Gunnar Björnstrand
Gunnel Lindblom
Gurgon Kyap
Gus Rose
Gustaf Hammarsten
Gustaf Skarsgård
Gustav Diessl
Gustav Fröhlich
Gustav von Wangenheim
Gustavo Muñoz
Gustavo Sánchez Parra
Guy Decomble
Guy Doleman
Guy Massey
Guy Pearce
Guy Stockwell
Guy-Daniel Tremblay
Guylaine Schlumberger
Guðrún Gísladóttir
Gwen Eckhaus
Gwen Verdon
Gwen Welles
Gwendoline Christie
Gwyneth Paltrow
Gyurme Tethong
György Cserhalmi
Géraldine Maillet
Géraldine Pailhas
Gérard Blain
Gérard Darmon
Gérard Depardieu
Gérard Jugnot
Gô Katô
Göran Ragnerstam
Gösta Ekman
Götz Otto
Günter Lamprecht
Gürsoy Gemec
Güven Kiraç
H.B. Halicki
Ha-kyun Shin
Haaz Sleiman
Hachiro Mizutani
Hadi Subiyanto
Hae-il Park
Hae-suk Kim
Hai Yu
Haile Gebrsellasie
Hailee Steinfeld
Haim Topol
Haing S. Ngor
Haji
Hakeem Kae-Kazim
Hal Holbrook
Hal Scardino
Hale Appleman
Haley Bennett
Haley Joel Osment
Haley Webb
Halina Gryglaszewska
Hall Johnson Choir
Halle Berry
Halvar Björk
Hamid Djavadan
Hamish McFarlane
Hamza Abu-Aiaash
Hana Slivková
Hanaa Bouchaib
Hank Aaron
Hank Azaria
Hank Greenberg
Hanna María Karlsdóttir
Hanna Schygulla
Hanna Zaïdl
Hannah Hoekstra
Hannah Taylor Gordon
Hanne Aagesen
Hanno Pöschl
Hans Conried
Hans Matheson
Hans Olav Brenner
Hans-Jochen Wagner
Hansa Vithal
Hansjörg Felmy
Harald Holst
Harald Maresch
Hardie Albright
Hardy Jones
Hardy Krüger
Hari Rhodes
Harland Williams
Harley Cross
Harley Jane Kozak
Harold Goodwin
Harold Gould
Harold Hopkins
Harold J. Stone
Harold Lloyd
Harold P. Warren
Harold Perrineau
Harold Ramis
Harold Wayne Jones
Harpo Marx
Harriet Andersson
Harriet Hilliard
Harriet Minto-Day
Harriet Owen
Harriet Walter
Harris Yulin
Harrison Fahn
Harrison Ford
Harry Anderson
Harry Andrews
Harry Belafonte
Harry Bellaver
Harry Carey
Harry Carey Jr.
Harry Connick Jr.
Harry Crocker
Harry Davis
Harry Dean Stanton
Harry Ellerbe
Harry Guardino
Harry Gulkin
Harry H. Corbett
Harry Hadden-Paton
Harry Kerrigan
Harry Lennix
Harry Melling
Harry Morgan
Harry Myers
Harry S. Truman
Harry Secombe
Harry Simpson
Harry Treadaway
Hart Bochner
Hartley Power
Haru Kuroki
Haruko Sugimura
Haruo Tanaka
Harutaki Takahashi
Harve Presnell
Harvey Fierstein
Harvey Keitel
Harvey Korman
Harvey Milk
Hassan Ibrahim
Hassina Burgan
Hattie
Hatty Jones
Haviland Morris
Hawthorne James
Haya Harareet
Hayden Christensen
Hayden Panettiere
Hayley Atwell
Hayley McElhinney
Hayley McFarland
Hayley Mills
Hazel Brooks
Hazel Court
Heath Ledger
Heather Beckel
Heather Berman
Heather Donahue
Heather Graham
Heather Langenkamp
Heather Locklear
Heather Matarazzo
Heather Menzies-Urich
Heather Mitchell
Heather O'Rourke
Heather Sears
Heather Simms
Heather-Jay Jones
Hector Elizondo
Hector Pappaert
Hedy Burress
Hee-won Kim
Heidi Kling
Heidi Marnhout
Heidi Schanz
Heidi von Palleske
Heike Makatsch
Heikki Keskinen
Heikki Paavilainen
Heikki Savolainen
Heino Ferch
Heinrich Fleischmann
Heinrich Himmler
Heinz Bennent
Heinz Hopf
Helen Boston
Helen Broderick
Helen Chandler
Helen George
Helen Hayes
Helen Hunt
Helen Martin
Helen Mirren
Helen Morse
Helen Reddy
Helen Shaver
Helen Sjöholm
Helen Slater
Helen Vinson
Helen Walker
Helen Westley
Helena Bonham Carter
Helena Rojo
Helena-Lia Tachovská
Helga Franck
Helga Neuner
Helmut Bakaitis
Helmut Döring
Helmut Griem
Helmut Qualtinger
Henning Moritzen
Henri Guisol
Henri Marchand
Henri Serre
Henri-Jacques Huet
Henrik Dahl
Henrik Lundström
Henrik Mestad
Henry B. Walthall
Henry Beckman
Henry Bergman
Henry Brown
Henry Cavill
Henry Czerny
Henry Daniell
Henry Dinhofer
Henry Edwards
Henry Fonda
Henry Gibson
Henry Goodman
Henry Jones
Henry Joost
Henry Kingsmill
Henry Kissinger
Henry McGrath
Henry Rollins
Henry Silva
Henry Thomas
Henry Travers
Henry Winkler
Herb Edelman
Herbert Berghof
Herbert Grönemeyer
Herbert Knaup
Herbert Lom
Herbert Marshall
Herbert Mundin
Herbert Terrace
Herbert W. Ankrom
Herman Bing
Herman Koto
Herman Osorio
Hermione Baddeley
Hermione Gingold
Hermione Norris
Hermínio Ramos
Herschel Bernardi
Hertel Minkner
Hervé Villechaize
Heydon Prowse
Hiam Abbass
Hiddayatullah
Hideaki Anno
Hideko Yoshida
Hidetoshi Nishijima
Hideyuki Tanaka
Hie-bong Byeon
Hiei Kimura
Hilary Duff
Hilary Heath
Hilary Mason
Hilary Swank
Hildegard Knef
Hildur Arsaelsdottir
Hill Harper
Hillary Brooke
Hillel Friedman
Hilmar Thate
Hilmir Snær Guðnason
Hilton McRae
Hinako Saeki
Hippolyte Girardot
Hiram Keller
Hiroko Berghauer
Hiroko Itô
Hiromi Tsuru
Hiroshi Abe
Hiroshi Koizumi
Hiroyuki Ikeuchi
Hiroyuki Kinosha
Hiroyuki Miyasako
Hiroyuki Sanada
Hisako Kyôda
Hisao Egawa
Hitomi Kuroki
Hitomi Satô
Hitoshi Ozawa
Hitoshi Takagi
Hitu
Ho-jin Chun
Holger Juul Hansen
Holliday Grainger
Holliston Coleman
Holly Hunter
Holmes Osborne
Holt McCallany
Homayoun Ershadi
Honglei Sun
Honor Blackman
Hope Davis
Hope Lange
Horacio Salinas
Horatio Sanz
Horst Buchholz
Horst Janson
Hortensia Santoveña
Hossein Mahjoub
Houston Elmore
Howard Da Silva
Howard Duff
Howard E. Rollins Jr.
Howard Keel
Howard Koda
Howard Lloyd-Lewis
Howard Morris
Howard Ross
Howard Ryshpan
Howard St. John
Howard Stern
Howard Zinn
Howland Chamberlain
Hoyt Axton
Hrant Alianak
Hristo Shopov
Hristos Passalis
Hubert Deschamps
Hubert Koundé
Hubertus Bengsch
Hudhail Al-Amir
Hugh Bonneville
Hugh Dancy
Hugh Dickson
Hugh Dillon
Hugh Edwards
Hugh Fraser
Hugh Gormley
Hugh Grant
Hugh Griffith
Hugh Jackman
Hugh Keays-Byrne
Hugh Laurie
Hugh Marlowe
Hugh Millais
Hugh Mitchell
Hugh O'Conor
Hugh Owens
Hugh Walsh
Hugo Chávez
Hugo De Garis
Hugo Haas
Hugo Weaving
Huike Zhang
Hume Cronyn
Humphrey Bogart
Hunter McCracken
Hunter S. Thompson
Hurd Hatfield
Hussein Sami
Hutch Dano
Hye-ja Kim
Hye-jeong Kang
Hyeong-jin Kong
Hylda Baker
Hyuk-ho Kwon
Hyun-kyoon Lee
Håkan Hagegård
Héctor Alterio
Héctor Colomé
Héctor Jiménez
Hélène Chatelain
Hélène Vincent
I. Gusti Ayu Puspawati
Iain Cuthbertson
Iain Glen
Iain Rea
Iain Robertson
Ian Abercrombie
Ian Anderson
Ian Anthony Dale
Ian Bannen
Ian Carmichael
Ian Charleson
Ian Giatti
Ian Hart
Ian Hendry
Ian Holm
Ian Hunter
Ian Keith
Ian McCulloch
Ian McDiarmid
Ian McKellen
Ian McNeice
Ian McShane
Ian Mongrain
Ian Ogilvy
Ian Richardson
Ian Roberts
Ian Somerhalder
Ian Watkin
Ian Ziering
Iben Hjejle
Ibrahim Sinik
Ice Cube
Ice-T
Ichirô Arishima
Ichirô Nagai
Icíar Bollaín
Ida Kaminska
Ida Lupino
Idil Üner
Idina Menzel
Idris Elba
Igal Naor
Iggy Pop
Ignacio López Tarso
Ignat Daniltsev
Ikki Sawamura
Iko Uwais
Ikue Ôtani
Ilan Mitchell-Smith
Ildikó Bánsági
Ileana Simova
Ilene Woods
Ilkka Koivula
Ill-Young Kim
Illeana Douglas
Ilona Massey
Imelda Staunton
Imogen Boorman
Imogen Poots
Imogen Stubbs
Imogene Coca
Imran Paracha
In-mun Kim
In-seo Kim
Ina Balin
Ina Claire
India Arie
Indira Varma
Indra Ové
Ineko Arima
Inga Swenson
Inge Landgut
Ingeborga Dapkunaite
Inger Stevens
Ingetraud Hinze
Ingrid Bergman
Ingrid Goude
Ingrid Oliu
Ingrid Stassner
Ingrid Thulin
Inma Cuesta
Inés Efron
Ioan Gruffudd
Ion Sapdaru
Ione Skye
Ira Wheeler
Irandhir Santos
Iranganie Serasinghe
Irene Bedard
Irene Cara
Irene Dunne
Irene Grazioli
Irene Kane
Irene Miracle
Irene Papas
Irene Worth
Irene Ziegler
Irina Björklund
Irina Saltykova
Irina Voronina
Iris Adrian
Iris Apatow
Iris Churn
Irm Hermann
Irma P. Hall
Irma Urrila
Iron Eyes Cody
Irrfan Khan
Irving Metzman
Irène Jacob
Isa Crino
Isa Danieli
Isa Miranda
Isaac Hayes
Isaac ben Ayala
Isaach De Bankolé
Isabel Glasser
Isabel Jewell
Isabella Gielniak
Isabella Rossellini
Isabella Soupart
Isabelle Adjani
Isabelle Carré
Isabelle Corey
Isabelle Fuhrman
Isabelle Huppert
Isabelle Nélisse
Isabelle Renauld
Isabelle Weingarten
Isaiah Stone
Isaiah Washington
Isao Yamagata
Isela Vega
Isiah Whitlock Jr.
Isla Fisher
Isobel Hawking
Israel Broussard
Issei Ogata
Issei Takahashi
István Bálint
István Gyuricza
István Göz
Isuzu Yamada
Itzhak Perlman
Ivan Bobrov
Ivan Desny
Ivan Dobronravov
Ivan Lapikov
Ivan Martin
Ivan Mykolaichuk
Ivan de Almeida
Ivana Baquero
Ivana Milicevic
Ivar Brogger
Ivo Garrani
Ivor Cutler
Izabella Miko
Izabella Scorupco
Izumi Kasagi
Izzy Meikle-Small
J. Carrol Naish
J. Chris Newberg
J. Downing
J. Michael Tatum
J. Pat O'Malley
J. Smith-Cameron
J. Stephen Peace
J.B. Smoove
J.C. Crum
J.D. Cannon
J.E. Freeman
J.G. Hertzler
J.J. Johnson
J.J. Johnston
J.K. Simmons
J.L. Reate
J.T. Walsh
JJ Feild
JR Bourne
JR Reed
Ja Rule
Jacinda Barrett
Jack Albertson
Jack Angel
Jack Angstreich
Jack Ashford
Jack Benny
Jack Black
Jack Carpenter
Jack Carson
Jack Conley
Jack Davenport
Jack Davidson
